Point ID,arc_length,ClosestId(0),Distance(0),p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,Thrust_exit_plane,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
342,0.00613548,4,1.83876e+07,96271.5,0.162,0.00613548,0,0.162116,0.0999826,2408.93,460.984,2158.54,-93.8178,0,2160.58,1
343,0.00615342,4,2.35933e+07,96841.6,0.162,0.00615342,0,0.162117,0.100464,2411.79,465.054,2161.27,-89.5092,0,2163.13,1
344,0.00617136,4,2.94488e+07,97411.6,0.162,0.00617136,0,0.162118,0.100946,2414.64,469.124,2164,-85.2007,0,2165.68,1
345,0.0061893,4,3.59544e+07,97981.6,0.162,0.0061893,0,0.162118,0.101428,2417.5,473.195,2166.73,-80.8921,0,2168.24,1
346,0.00620724,4,4.31099e+07,98551.6,0.162,0.00620724,0,0.162119,0.10191,2420.35,477.265,2169.46,-76.5835,0,2170.81,1
347,0.00622518,4,5.09154e+07,99121.6,0.162,0.00622518,0,0.16212,0.102391,2423.21,481.335,2172.19,-72.2749,0,2173.39,1
348,0.00624312,4,5.93708e+07,99691.7,0.162,0.00624312,0,0.16212,0.102873,2426.06,485.406,2174.92,-67.9663,0,2175.98,1
349,0.00626106,4,6.84762e+07,100262,0.162,0.00626106,0,0.162121,0.103355,2428.91,489.476,2177.65,-63.6578,0,2178.58,1
350,0.006279,4,7.82316e+07,100832,0.162,0.006279,0,0.162122,0.103837,2431.77,493.546,2180.38,-59.3492,0,2181.18,1
351,0.00629694,4,8.84292e+07,101391,0.162,0.00629694,0,0.162122,0.104309,2434.57,497.539,2183.05,-55.0347,0,2183.75,1
352,0.00631488,4,7.32547e+07,100546,0.162,0.00631488,0,0.162123,0.103577,2430.35,491.674,2179.37,-49.9594,0,2179.94,1
353,0.00633282,4,5.95077e+07,99701.1,0.162,0.00633282,0,0.162124,0.102844,2426.13,485.808,2175.69,-44.8841,0,2176.15,1
354,0.00635076,4,4.71883e+07,98856.2,0.162,0.00635076,0,0.162124,0.102112,2421.91,479.943,2172,-39.8088,0,2172.37,1
355,0.0063687,4,3.62965e+07,98011.4,0.162,0.0063687,0,0.162125,0.10138,2417.68,474.078,2168.32,-34.7335,0,2168.59,1
356,0.00638664,4,2.68324e+07,97166.6,0.162,0.00638664,0,0.162126,0.100647,2413.46,468.212,2164.63,-29.6581,0,2164.83,1
357,0.00640458,4,1.87959e+07,96321.8,0.162,0.00640458,0,0.162127,0.0999151,2409.24,462.347,2160.95,-24.5828,0,2161.09,1
358,0.00642252,4,1.21871e+07,95477,0.162,0.00642252,0,0.162127,0.0991829,2405.02,456.481,2157.26,-19.5077,0,2157.35,1
359,0.00644046,4,7.00582e+06,94632.2,0.162,0.00644046,0,0.162128,0.0984506,2400.8,450.616,2153.58,-14.4323,0,2153.63,1
360,0.0064584,4,3.25212e+06,93787.3,0.162,0.0064584,0,0.162129,0.0977183,2396.58,444.751,2149.89,-9.35703,0,2149.91,1
361,0.00647634,4,926066,92942.5,0.162,0.00647634,0,0.162129,0.096986,2392.36,438.885,2146.21,-4.28172,0,2146.21,1
362,0.00649428,4,127804,91653,0.162,0.00649428,0,0.16213,0.0958732,2385.63,430.458,2140.91,5.20737,0,2140.92,1
363,0.00651222,4,3.36352e+06,90158.6,0.162,0.00651222,0,0.162131,0.0945851,2377.74,420.851,2134.86,16.7309,0,2134.93,1
364,0.00653016,4,1.10666e+07,88664.2,0.162,0.00653016,0,0.162132,0.093297,2369.85,411.244,2128.82,28.2544,0,2129,1
365,0.0065481,3,1.61281e+07,87169.8,0.162,0.0065481,0,0.162132,0.0920089,2361.97,401.637,2122.77,39.7776,0,2123.14,1
366,0.00656604,3,6.3603e+06,85675.4,0.162,0.00656604,0,0.162133,0.0907208,2354.08,392.029,2116.73,51.3011,0,2117.35,1
367,0.00658398,3,1.05986e+06,84180.9,0.162,0.00658398,0,0.162134,0.0894327,2346.19,382.422,2110.68,62.8246,0,2111.62,1
368,0.00660192,3,226710,82686.5,0.162,0.00660192,0,0.162134,0.0881446,2338.3,372.815,2104.63,74.3481,0,2105.95,1
369,0.00661986,3,3.86087e+06,81192.1,0.162,0.00661986,0,0.162135,0.0868565,2330.41,363.207,2098.59,85.8716,0,2100.34,1
370,0.0066378,3,1.19624e+07,79697.6,0.162,0.0066378,0,0.162136,0.0855684,2322.53,353.6,2092.54,97.3951,0,2094.81,1
371,0.00665574,2,1.80311e+07,78203.2,0.162,0.00665574,0,0.162137,0.0842803,2314.64,343.993,2086.5,108.919,0,2089.34,1
372,0.00667368,2,8.32462e+06,76841.5,0.162,0.00667368,0,0.162137,0.0831001,2307.23,335.385,2080.97,118.77,0,2084.36,1
373,0.00669162,2,3.09585e+06,75714.4,0.162,0.00669162,0,0.162138,0.0821107,2300.65,328.543,2076.35,125.663,0,2080.15,1
374,0.00670956,2,408000,74587.3,0.162,0.00670956,0,0.162139,0.0811213,2294.08,321.702,2071.74,132.557,0,2075.98,1
375,0.0067275,2,261106,73460.2,0.162,0.0067275,0,0.16214,0.0801319,2287.51,314.86,2067.13,139.45,0,2071.82,1
376,0.00674544,2,2.65514e+06,72333.2,0.162,0.00674544,0,0.16214,0.0791425,2280.93,308.019,2062.51,146.344,0,2067.7,1
377,0.00676338,2,7.59014e+06,71206.1,0.162,0.00676338,0,0.162141,0.0781532,2274.36,301.177,2057.9,153.238,0,2063.59,1
378,0.00678132,2,1.5066e+07,70079,0.162,0.00678132,0,0.162142,0.0771638,2267.79,294.336,2053.28,160.131,0,2059.52,1
379,0.00679926,2,2.50826e+07,68951.9,0.162,0.00679926,0,0.162143,0.0761744,2261.21,287.494,2048.67,167.025,0,2055.47,1
380,0.0068172,1,3.53903e+07,67824.9,0.162,0.0068172,0,0.162143,0.075185,2254.64,280.653,2044.05,173.918,0,2051.44,1
381,0.00683514,1,2.32528e+07,66697.8,0.162,0.00683514,0,0.162144,0.0741957,2248.07,273.811,2039.44,180.812,0,2047.44,1
382,0.00685308,1,1.38091e+07,65591.4,0.162,0.00685308,0,0.162145,0.0732237,2241.59,267.084,2034.85,187.483,0,2043.47,1
383,0.00687102,1,9.82207e+06,65009.1,0.162,0.00687102,0,0.162146,0.0726929,2237.5,263.251,2031.01,188.509,0,2039.74,1
384,0.00688896,1,6.5132e+06,64426.8,0.162,0.00688896,0,0.162146,0.0721621,2233.41,259.418,2027.17,189.536,0,2036.01,1
385,0.0069069,1,3.88249e+06,63844.6,0.162,0.0069069,0,0.162147,0.0716314,2229.33,255.585,2023.32,190.562,0,2032.27,1
386,0.00692484,1,1.92996e+06,63262.3,0.162,0.00692484,0,0.162148,0.0711006,2225.24,251.752,2019.48,191.588,0,2028.54,1
387,0.00694278,1,655523,62680.1,0.162,0.00694278,0,0.162149,0.0705699,2221.15,247.919,2015.63,192.614,0,2024.81,1
388,0.00696072,1,59234.7,62097.8,0.162,0.00696072,0,0.162149,0.0700391,2217.07,244.086,2011.79,193.64,0,2021.08,1
389,0.00697866,1,141099,61515.5,0.162,0.00697866,0,0.16215,0.0695084,2212.98,240.253,2007.94,194.667,0,2017.36,1
390,0.0069966,1,901114,60933.3,0.162,0.0069966,0,0.162151,0.0689776,2208.89,236.419,2004.1,195.693,0,2013.63,1
391,0.00701454,1,2.33928e+06,60351,0.162,0.00701454,0,0.162152,0.0684469,2204.81,232.586,2000.25,196.719,0,2009.9,1
392,0.00703248,1,4.45559e+06,59768.8,0.162,0.00703248,0,0.162153,0.0679161,2200.72,228.753,1996.41,197.745,0,2006.18,1
393,0.00705042,1,6.32126e+06,59364.9,0.162,0.00705042,0,0.162153,0.0675427,2197.66,226.148,1993.73,196.852,0,2003.42,1
394,0.00706836,1,8.10251e+06,59032.4,0.162,0.00706836,0,0.162154,0.067232,2195,224.032,1991.52,195.193,0,2001.06,1
395,0.0070863,1,1.0105e+07,58699.8,0.162,0.0070863,0,0.162155,0.0669214,2192.34,221.917,1989.3,193.534,0,1998.69,1
396,0.00710424,1,1.23287e+07,58367.2,0.162,0.00710424,0,0.162156,0.0666107,2189.69,219.802,1987.09,191.875,0,1996.33,1
397,0.00712218,1,1.47737e+07,58034.7,0.162,0.00712218,0,0.162156,0.0663001,2187.03,217.686,1984.87,190.216,0,1993.97,1
398,0.00714012,1,1.74399e+07,57702.1,0.162,0.00714012,0,0.162157,0.0659894,2184.38,215.571,1982.66,188.557,0,1991.6,1
399,0.00715806,1,2.03273e+07,57369.5,0.162,0.00715806,0,0.162158,0.0656788,2181.72,213.455,1980.44,186.897,0,1989.24,1
400,0.007176,1,2.3436e+07,57037,0.162,0.007176,0,0.162159,0.0653682,2179.07,211.34,1978.23,185.238,0,1986.88,1
401,0.00719394,1,2.67659e+07,56704.4,0.162,0.00719394,0,0.16216,0.0650575,2176.41,209.225,1976.01,183.579,0,1984.52,1
402,0.00721188,1,3.0317e+07,56371.8,0.162,0.00721188,0,0.16216,0.0647469,2173.76,207.109,1973.8,181.92,0,1982.17,1
403,0.00722982,1,3.22096e+07,56202.5,0.162,0.00722982,0,0.162161,0.0645842,2172.35,206.15,1973.05,179.139,0,1981.16,1
404,0.00724776,1,3.12554e+07,56287.2,0.162,0.00724776,0,0.162162,0.0646516,2172.87,206.988,1974.57,174.613,0,1982.28,1
405,0.0072657,1,3.03154e+07,56371.8,0.162,0.0072657,0,0.162163,0.0647191,2173.39,207.827,1976.09,170.088,0,1983.4,1
406,0.00728364,1,2.93898e+07,56456.4,0.162,0.00728364,0,0.162164,0.0647865,2173.91,208.666,1977.61,165.562,0,1984.53,1
407,0.00730158,1,2.84787e+07,56541.1,0.162,0.00730158,0,0.162164,0.0648539,2174.44,209.504,1979.14,161.036,0,1985.68,1
408,0.00731952,1,2.75819e+07,56625.7,0.162,0.00731952,0,0.162165,0.0649214,2174.96,210.343,1980.66,156.511,0,1986.83,1
409,0.00733746,1,2.66995e+07,56710.4,0.162,0.00733746,0,0.162166,0.0649888,2175.48,211.182,1982.18,151.985,0,1988,1
410,0.0073554,1,2.58314e+07,56795,0.162,0.0073554,0,0.162167,0.0650562,2176.01,212.02,1983.7,147.459,0,1989.18,1
411,0.00737334,1,2.49777e+07,56879.7,0.162,0.00737334,0,0.162168,0.0651237,2176.53,212.859,1985.22,142.934,0,1990.36,1
412,0.00739128,1,2.41384e+07,56964.3,0.162,0.00739128,0,0.162169,0.0651911,2177.05,213.698,1986.75,138.408,0,1991.56,1
413,0.00740922,1,2.28411e+07,57098.1,0.162,0.00740922,0,0.162169,0.0653034,2177.91,214.873,1988.63,133.652,0,1993.12,1
414,0.00742716,1,1.5773e+07,57905.8,0.162,0.00742716,0,0.16217,0.0660312,2183.34,220.664,1995.54,125.738,0,1999.5,1
415,0.0074451,1,1.00098e+07,58713.4,0.162,0.0074451,0,0.162171,0.066759,2188.77,226.456,2002.45,117.824,0,2005.91,1
416,0.00746304,1,5.5516e+06,59521.1,0.162,0.00746304,0,0.162172,0.0674868,2194.2,232.247,2009.35,109.911,0,2012.36,1
417,0.00748098,1,2.39837e+06,60328.8,0.162,0.00748098,0,0.162173,0.0682146,2199.64,238.038,2016.26,101.997,0,2018.84,1
418,0.00749892,1,550133,61136.4,0.162,0.00749892,0,0.162173,0.0689424,2205.07,243.829,2023.16,94.083,0,2025.35,1
419,0.00751686,1,6893.22,61944.1,0.162,0.00751686,0,0.162174,0.0696702,2210.5,249.62,2030.07,86.1692,0,2031.9,1
420,0.0075348,1,768649,62751.8,0.162,0.0075348,0,0.162175,0.070398,2215.93,255.412,2036.98,78.2553,0,2038.48,1
421,0.00755274,1,2.83533e+06,63559.4,0.162,0.00755274,0,0.162176,0.0711258,2221.36,261.203,2043.88,70.3417,0,2045.09,1
422,0.00757068,1,6.20705e+06,64367.1,0.162,0.00757068,0,0.162177,0.0718536,2226.79,266.994,2050.79,62.4279,0,2051.74,1
423,0.00758862,1,1.08837e+07,65174.7,0.162,0.00758862,0,0.162178,0.0725814,2232.22,272.785,2057.7,54.5141,0,2058.42,1
424,0.00760656,1,1.94146e+07,66281.8,0.162,0.00760656,0,0.162178,0.0735766,2239.41,280.749,2065.79,42.9487,0,2066.24,1
425,0.0076245,1,3.15399e+07,67491.6,0.162,0.0076245,0,0.162179,0.0746636,2247.19,289.457,2074.29,30.1314,0,2074.51,1
426,0.00764244,2,2.76425e+07,68701.4,0.162,0.00764244,0,0.16218,0.0757505,2254.98,298.165,2082.79,17.3141,0,2082.87,1
427,0.00766038,2,1.63881e+07,69911.1,0.162,0.00766038,0,0.162181,0.0768374,2262.76,306.873,2091.3,4.4968,0,2091.3,1
428,0.00767832,2,8.06175e+06,71120.8,0.162,0.00767832,0,0.162182,0.0779243,2270.55,315.581,2099.8,-8.32016,0,2099.82,1
429,0.00769626,2,2.6629e+06,72330.6,0.162,0.00769626,0,0.162183,0.0790113,2278.33,324.289,2108.3,-21.1374,0,2108.41,1
430,0.0077142,2,191813,73540.4,0.162,0.0077142,0,0.162184,0.0800982,2286.11,332.998,2116.8,-33.9547,0,2117.08,1
431,0.00773214,2,648515,74750.1,0.162,0.00773214,0,0.162184,0.0811852,2293.9,341.706,2125.31,-46.772,0,2125.82,1
432,0.00775008,2,4.033e+06,75959.9,0.162,0.00775008,0,0.162185,0.0822721,2301.68,350.414,2133.81,-59.5893,0,2134.64,1
433,0.00776802,2,1.03453e+07,77169.6,0.162,0.00776802,0,0.162186,0.0833591,2309.47,359.122,2142.31,-72.4066,0,2143.53,1
434,0.00778596,2,1.8721e+07,78280.7,0.162,0.00778596,0,0.162187,0.0843489,2316.34,366.989,2149.14,-81.8534,0,2150.7,1
435,0.0078039,3,1.52654e+07,79256.3,0.162,0.0078039,0,0.162188,0.0852053,2321.96,373.699,2153.69,-86.6724,0,2155.43,1
436,0.00782184,3,8.61152e+06,80231.9,0.162,0.00782184,0,0.162189,0.0860618,2327.57,380.41,2158.24,-91.4916,0,2160.17,1
437,0.00783978,3,3.86161e+06,81207.4,0.162,0.00783978,0,0.16219,0.0869183,2333.19,387.121,2162.78,-96.3107,0,2164.92,1
438,0.00785772,3,1.01555e+06,82183,0.162,0.00785772,0,0.16219,0.0877747,2338.81,393.832,2167.33,-101.13,0,2169.68,1
439,0.00787566,3,73044.1,83158.5,0.162,0.00787566,0,0.162191,0.0886312,2344.43,400.542,2171.87,-105.949,0,2174.45,1
440,0.0078936,3,1.03427e+06,84134.1,0.162,0.0078936,0,0.162192,0.0894877,2350.04,407.253,2176.42,-110.768,0,2179.23,1
441,0.00791154,3,3.89925e+06,85109.7,0.162,0.00791154,0,0.162193,0.0903441,2355.66,413.964,2180.96,-115.587,0,2184.02,1
442,0.00792948,3,8.66797e+06,86085.3,0.162,0.00792948,0,0.162194,0.0912006,2361.28,420.675,2185.51,-120.406,0,2188.82,1
443,0.00794742,3,1.53404e+07,87060.9,0.162,0.00794742,0,0.162195,0.0920571,2366.9,427.386,2190.05,-125.225,0,2193.63,1
444,0.00796536,4,1.61945e+07,87974,0.162,0.00796536,0,0.162196,0.0928575,2372.1,433.621,2194.16,-129.156,0,2197.96,1
445,0.0079833,4,1.35868e+07,88312.7,0.162,0.0079833,0,0.162197,0.0931428,2373.48,435.488,2194.23,-124.92,0,2197.78,1
446,0.00800124,4,1.12086e+07,88651.4,0.162,0.00800124,0,0.162197,0.093428,2374.87,437.354,2194.3,-120.685,0,2197.62,1
447,0.00801918,4,9.05995e+06,88990.2,0.162,0.00801918,0,0.162198,0.0937132,2376.25,439.22,2194.37,-116.45,0,2197.46,1
448,0.00803712,4,7.14084e+06,89328.9,0.162,0.00803712,0,0.162199,0.0939985,2377.64,441.086,2194.44,-112.214,0,2197.31,1
449,0.00805506,4,5.45126e+06,89667.7,0.162,0.00805506,0,0.1622,0.0942837,2379.02,442.953,2194.51,-107.979,0,2197.16,1
450,0.008073,4,3.99123e+06,90006.4,0.162,0.008073,0,0.162201,0.094569,2380.41,444.819,2194.58,-103.744,0,2197.03,1
451,0.00809094,4,2.76074e+06,90345.1,0.162,0.00809094,0,0.162202,0.0948542,2381.79,446.685,2194.65,-99.5081,0,2196.9,1
452,0.00810888,4,1.75985e+06,90683.9,0.162,0.00810888,0,0.162203,0.0951394,2383.17,448.552,2194.72,-95.273,0,2196.78,1
453,0.00812682,4,988416,91022.6,0.162,0.00812682,0,0.162204,0.0954247,2384.56,450.418,2194.79,-91.0376,0,2196.67,1
454,0.00814476,4,446525,91361.4,0.162,0.00814476,0,0.162205,0.0957099,2385.94,452.284,2194.86,-86.8022,0,2196.57,1
455,0.0081627,4,914194,91059.3,0.162,0.0081627,0,0.162206,0.0954509,2383.75,449.59,2191.75,-81.2627,0,2193.25,1
456,0.00818064,4,2.05776e+06,90571,0.162,0.00818064,0,0.162206,0.0950338,2380.52,445.57,2187.72,-75.3442,0,2189.02,1
457,0.00819858,4,3.67836e+06,90082.7,0.162,0.00819858,0,0.162207,0.0946166,2377.29,441.551,2183.69,-69.4257,0,2184.79,1
458,0.00821652,4,5.77597e+06,89594.4,0.162,0.00821652,0,0.162208,0.0941994,2374.06,437.531,2179.66,-63.5071,0,2180.58,1
459,0.00823446,4,8.35064e+06,89106.1,0.162,0.00823446,0,0.162209,0.0937823,2370.83,433.512,2175.63,-57.5886,0,2176.39,1
460,0.0082524,4,1.14023e+07,88617.8,0.162,0.0082524,0,0.16221,0.0933651,2367.6,429.492,2171.6,-51.6701,0,2172.21,1
461,0.00827034,4,1.4931e+07,88129.5,0.162,0.00827034,0,0.162211,0.0929479,2364.37,425.473,2167.57,-45.7515,0,2168.05,1
462,0.00828828,4,1.89368e+07,87641.2,0.162,0.00828828,0,0.162212,0.0925308,2361.14,421.453,2163.54,-39.833,0,2163.9,1
463,0.00830622,3,1.60199e+07,87152.9,0.162,0.00830622,0,0.162213,0.0921136,2357.91,417.433,2159.51,-33.9144,0,2159.77,1
464,0.00832416,3,1.23514e+07,86664.6,0.162,0.00832416,0,0.162214,0.0916964,2354.68,413.414,2155.48,-27.9959,0,2155.66,1
465,0.0083421,3,7.2737e+06,85846.2,0.162,0.0083421,0,0.162215,0.0909973,2349.6,407.243,2149.82,-20.4276,0,2149.91,1
466,0.00836004,3,2.19452e+06,84626.9,0.162,0.00836004,0,0.162216,0.0899557,2342.27,398.461,2142.18,-10.8561,0,2142.21,1
467,0.00837798,3,89193.6,83407.5,0.162,0.00837798,0,0.162216,0.088914,2334.94,389.678,2134.54,-1.28398,0,2134.54,1
468,0.00839592,3,958091,82188.2,0.162,0.00839592,0,0.162217,0.0878724,2327.61,380.895,2126.91,8.2881,0,2126.92,1
469,0.00841386,3,4.80122e+06,80968.8,0.162,0.00841386,0,0.162218,0.0868307,2320.28,372.113,2119.27,17.8602,0,2119.34,1
470,0.0084318,3,1.16185e+07,79749.5,0.162,0.0084318,0,0.162219,0.0857891,2312.95,363.33,2111.63,27.4323,0,2111.81,1
471,0.00844974,2,2.0912e+07,78530.1,0.162,0.00844974,0,0.16222,0.0847474,2305.62,354.547,2103.99,37.0043,0,2104.32,1
472,0.00846768,2,1.12474e+07,77310.8,0.162,0.00846768,0,0.162221,0.0837057,2298.29,345.764,2096.36,46.5764,0,2096.87,1
473,0.00848562,2,4.55685e+06,76091.4,0.162,0.00848562,0,0.162222,0.0826641,2290.96,336.981,2088.72,56.1485,0,2089.47,1
474,0.00850356,2,840591,74872.1,0.162,0.00850356,0,0.162223,0.0816224,2283.63,328.199,2081.08,65.7206,0,2082.12,1
475,0.0085215,2,92774,73662.2,0.162,0.0085215,0,0.162224,0.0805876,2276.24,319.5,2073.24,75.3257,0,2074.61,1
476,0.00853944,2,2.08143e+06,72517.3,0.162,0.00853944,0,0.162225,0.0795995,2268.51,311.371,2064.04,85.1554,0,2065.79,1
477,0.00855738,2,6.69229e+06,71372.4,0.162,0.00855738,0,0.162226,0.0786114,2260.78,303.243,2054.83,94.985,0,2057.02,1
478,0.00857532,2,1.39254e+07,70227.5,0.162,0.00857532,0,0.162227,0.0776232,2253.05,295.114,2045.62,104.815,0,2048.31,1
479,0.00859326,2,2.37807e+07,69082.6,0.162,0.00859326,0,0.162228,0.0766351,2245.31,286.985,2036.41,114.644,0,2039.64,1
480,0.0086112,2,3.62576e+07,67937.8,0.162,0.0086112,0,0.162229,0.075647,2237.58,278.857,2027.21,124.473,0,2031.03,1
481,0.00862914,1,2.41697e+07,66792.9,0.162,0.00862914,0,0.16223,0.0746589,2229.85,270.729,2018,134.303,0,2022.47,1
482,0.00864708,1,1.42238e+07,65648,0.162,0.00864708,0,0.162231,0.0736707,2222.12,262.6,2008.79,144.133,0,2013.96,1
483,0.00866502,1,6.90003e+06,64503.1,0.162,0.00866502,0,0.162232,0.0726826,2214.39,254.472,1999.59,153.962,0,2005.51,1
484,0.00868296,1,2.19854e+06,63358.2,0.162,0.00868296,0,0.162233,0.0716945,2206.65,246.343,1990.38,163.792,0,1997.11,1
485,0.0087009,1,119275,62213.3,0.162,0.0087009,0,0.162233,0.0707063,2198.92,238.215,1981.17,173.622,0,1988.77,1
486,0.00871884,1,275161,61358.9,0.162,0.00871884,0,0.162234,0.0699375,2192.63,232.14,1972.88,174.435,0,1980.58,1
487,0.00873678,1,1.70258e+06,60574.9,0.162,0.00873678,0,0.162235,0.069222,2186.69,226.563,1964.81,173.063,0,1972.42,1
488,0.00875472,1,4.35948e+06,59790.9,0.162,0.00875472,0,0.162236,0.0685064,2180.74,220.987,1956.74,171.69,0,1964.26,1
489,0.00877266,1,8.24586e+06,59007,0.162,0.00877266,0,0.162237,0.0677908,2174.8,215.41,1948.67,170.318,0,1956.1,1
490,0.0087906,1,1.33618e+07,58223,0.162,0.0087906,0,0.162238,0.0670752,2168.86,209.833,1940.6,168.946,0,1947.94,1
491,0.00880854,1,1.97071e+07,57439,0.162,0.00880854,0,0.162239,0.0663596,2162.92,204.256,1932.53,167.574,0,1939.78,1
492,0.00882648,1,2.7282e+07,56655,0.162,0.00882648,0,0.16224,0.065644,2156.98,198.68,1924.46,166.202,0,1931.63,1
493,0.00884442,0,3.34518e+07,55871.1,0.162,0.00884442,0,0.162241,0.0649284,2151.03,193.103,1916.39,164.829,0,1923.47,1
494,0.00886236,0,2.49975e+07,55087.1,0.162,0.00886236,0,0.162242,0.0642128,2145.09,187.526,1908.32,163.457,0,1915.31,1
495,0.0088803,0,1.77722e+07,54303.2,0.162,0.0088803,0,0.162243,0.0634972,2139.15,181.95,1900.25,162.085,0,1907.15,1
496,0.00889824,0,1.31071e+07,53707.9,0.162,0.00889824,0,0.162244,0.0629451,2134.56,177.794,1894.01,159.41,0,1900.71,1
497,0.00891618,0,1.04209e+07,53315.7,0.162,0.00891618,0,0.162245,0.062569,2131.43,175.169,1889.73,155.331,0,1896.1,1
498,0.00893412,0,8.04249e+06,52923.5,0.162,0.00893412,0,0.162246,0.0621928,2128.3,172.544,1885.45,151.252,0,1891.5,1
499,0.00895206,0,5.97173e+06,52531.4,0.162,0.00895206,0,0.162247,0.0618167,2125.17,169.918,1881.16,147.174,0,1886.91,1
500,0.00897,0,4.20867e+06,52139.2,0.162,0.00897,0,0.162248,0.0614406,2122.04,167.293,1876.88,143.095,0,1882.33,1
501,0.00898794,0,2.7533e+06,51747,0.162,0.00898794,0,0.162249,0.0610645,2118.91,164.667,1872.6,139.016,0,1877.75,1
502,0.00900588,0,1.60565e+06,51354.9,0.162,0.00900588,0,0.16225,0.0606883,2115.78,162.042,1868.32,134.938,0,1873.19,1
503,0.00902382,0,765696,50962.7,0.162,0.00902382,0,0.162251,0.0603122,2112.64,159.417,1864.04,130.859,0,1868.62,1
504,0.00904176,0,233444,50570.5,0.162,0.00904176,0,0.162252,0.0599361,2109.51,156.791,1859.76,126.781,0,1864.07,1
505,0.0090597,0,8894.1,50178.3,0.162,0.0090597,0,0.162253,0.05956,2106.38,154.166,1855.47,122.702,0,1859.53,1
506,0.00907764,0,31788.6,49912.2,0.162,0.00907764,0,0.162254,0.0593017,2104.17,152.411,1852.59,119.291,0,1856.42,1
507,0.00909558,0,52846.6,50316.1,0.162,0.00909558,0,0.162255,0.0596697,2106.88,155.286,1857.11,119.428,0,1860.95,1
508,0.00911352,0,400205,50719.9,0.162,0.00911352,0,0.162256,0.0600377,2109.58,158.16,1861.63,119.564,0,1865.47,1
509,0.00913146,0,1.07386e+06,51123.8,0.162,0.00913146,0,0.162257,0.0604057,2112.28,161.034,1866.16,119.701,0,1869.99,1
510,0.0091494,0,2.07382e+06,51527.7,0.162,0.0091494,0,0.162258,0.0607738,2114.99,163.909,1870.68,119.838,0,1874.51,1
511,0.00916734,0,3.4001e+06,51931.6,0.162,0.00916734,0,0.162259,0.0611418,2117.69,166.783,1875.2,119.975,0,1879.04,1
512,0.00918528,0,5.05267e+06,52335.4,0.162,0.00918528,0,0.16226,0.0615098,2120.39,169.658,1879.73,120.111,0,1883.56,1
513,0.00920322,0,7.03156e+06,52739.3,0.162,0.00920322,0,0.162261,0.0618778,2123.09,172.532,1884.25,120.248,0,1888.08,1
514,0.00922116,0,9.33674e+06,53143.2,0.162,0.00922116,0,0.162262,0.0622459,2125.8,175.407,1888.77,120.385,0,1892.6,1
515,0.0092391,0,1.19682e+07,53547.1,0.162,0.0092391,0,0.162263,0.0626139,2128.5,178.281,1893.29,120.522,0,1897.13,1
516,0.00925704,0,1.4926e+07,53951,0.162,0.00925704,0,0.162264,0.0629819,2131.2,181.156,1897.82,120.658,0,1901.65,1
517,0.00927498,0,2.48822e+07,55075.6,0.162,0.00927498,0,0.162265,0.0640158,2138.84,189.059,1908.44,111.407,0,1911.69,1
518,0.00929292,1,3.06383e+07,56342.7,0.162,0.00929292,0,0.162266,0.0651811,2147.45,197.955,1920.27,100.301,0,1922.89,1
519,0.00931086,1,1.82159e+07,57609.8,0.162,0.00931086,0,0.162267,0.0663465,2156.07,206.852,1932.1,89.1957,0,1934.15,1
520,0.0093288,1,9.00538e+06,58876.9,0.162,0.0093288,0,0.162268,0.0675119,2164.68,215.749,1943.92,78.0898,0,1945.49,1
521,0.00934674,1,3.00692e+06,60143.9,0.162,0.00934674,0,0.162269,0.0686772,2173.3,224.645,1955.75,66.9846,0,1956.9,1
522,0.00936468,1,219874,61411,0.162,0.00936468,0,0.16227,0.0698425,2181.91,233.541,1967.58,55.8788,0,1968.37,1
523,0.00938262,1,644660,62678.1,0.162,0.00938262,0,0.162271,0.0710079,2190.53,242.438,1979.41,44.7729,0,1979.91,1
524,0.00940056,1,4.28126e+06,63945.1,0.162,0.00940056,0,0.162273,0.0721733,2199.14,251.334,1991.23,33.6671,0,1991.52,1
525,0.0094185,1,1.11297e+07,65212.2,0.162,0.0094185,0,0.162274,0.0733387,2207.76,260.231,2003.06,22.5613,0,2003.19,1
526,0.00943644,1,2.119e+07,66479.3,0.162,0.00943644,0,0.162275,0.074504,2216.37,269.127,2014.89,11.4555,0,2014.92,1
527,0.00945438,2,3.59913e+07,67959.5,0.162,0.00945438,0,0.162276,0.0758373,2225.98,279.544,2026.4,2.49606,0,2026.4,1
528,0.00947232,2,1.86254e+07,69643.2,0.162,0.00947232,0,0.162277,0.0773308,2236.53,291.411,2037.6,-4.41517,0,2037.6,1
529,0.00949026,2,6.92987e+06,71326.9,0.162,0.00949026,0,0.162278,0.0788243,2247.09,303.278,2048.8,-11.3264,0,2048.83,1
530,0.0095082,2,904596,73010.5,0.162,0.0095082,0,0.162279,0.0803178,2257.65,315.145,2060,-18.2376,0,2060.08,1
531,0.00952614,2,549659,74694.2,0.162,0.00952614,0,0.16228,0.0818114,2268.2,327.011,2071.2,-25.1488,0,2071.35,1
532,0.00954408,2,5.86502e+06,76377.9,0.162,0.00954408,0,0.162281,0.0833049,2278.76,338.878,2082.4,-32.0601,0,2082.65,1
